web_name,product_names,prices,product_types,urls
nshop,GSW147 - Zumba Burn It Up! cho Nintendo Switch,"850,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/zumba-burn-it-up-nintendo-switch
nshop,GSW149 - Final Fantasy VII + VIII cho Nintendo Switch,"990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/gsw149-final-fantasy-vii-viii-cho-nintendo-switch
nshop,GSW151 - Assassin's Creed: The Rebel Collection cho Nintendo Switch,"790,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/assassin-s-creed-rebel-nintendo-switch
herogame,Game Fifa 21 Legacy Edition - Nintendo Switch,"900,000₫",Game Nintendo Switch,https://www.herogame.vn/game-fifa-21-legacy-edition-nintendo-switch
herogame,Game Spongebob Square: Battle for Bikini Bottom - Rehydrated (Nintendo Switch),"900,000₫",Game Nintendo Switch,https://www.herogame.vn/game-spongebob-square-battle-for-bikini-bottom-rehydrated-nintendo-switch
nshop,GSW152 - Dr Kawashima's Brain Training cho Nintendo Switch,"950,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/dr-kawashima-s-brain-training-nintendo-switch
herogame,Game Steamworld Dig 2 - Nintendo Switch,"750,000₫",Game Nintendo Switch,https://www.herogame.vn/game-steamworld-dig-2-nintendo-switch
nshop,GSW153 - Tokyo Mirage Sessions #FE Encore cho Nintendo Switch,"880,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/tokyo-mirage-sessions-fe-encore-nintendo-switch
herogame,Game Jump Force - Nintendo Switch,"900,000₫",Game Nintendo Switch,https://www.herogame.vn/game-jump-force-nintendo-switch
herogame,Game The Outer Worlds - Nintendo Switch,"1,300,000₫",Game Nintendo Switch,https://www.herogame.vn/game-the-outer-worlds-nintendo-switch
herogame,Game Streets of Rage 4 - Nintendo Switch,"980,000₫",Game Nintendo Switch,https://www.herogame.vn/game-streets-of-rage-4-nintendo-switch
nshop,GSW155 - Darksiders Genesis cho Nintendo Switch,"790,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/darksiders-genesis-nintendo-switch
herogame,Game Xenoblade Chronicles Definitive Edition Collectors Edition - Nintendo Switch,"3,800,000₫",Game Nintendo Switch,https://www.herogame.vn/game-xenoblade-chronicles-definitive-edition-collectors-edition-nintendo-switch
nshop,SW021 - LEGO City Undercover,"880,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/lego-city-undercover-switch
nshop,SW029 - The Elder Scrolls V: Skyrim,"1,350,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/the-elder-scrolls-v-skyrim-switch
nshop,SW031 - Xenoblade Chronicles 2,"1,280,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/xenoblade-chronicles-2-switch
nshop,SW037 - Kirby Star Allies,"1,300,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/kirby-star-allies-switch
nshop,SW039 - Bayonetta 2 cho Nintendo Switch,"1,200,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/bayonetta-2-switch
nshop,SW040 - Donkey Kong Country: Tropical Freeze,"1,350,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/donkey-kong-country-tropical-freeze-switch
nshop,SW043 - Nintendo Labo Customization Set - Bộ phụ kiện bổ trợ Toy-con 2,"450,000 ₫",Phụ kiện Nintendo Switch,https://www.nshop.com.vn/products/nintendo-labo-customization-set-switch
nshop,SW046 - Mega Man Legacy Collection 1 + 2,"750,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/mega-man-legacy-collection-1-2-switch
nshop,SW047 - LEGO Marvel Super Heroes 2,"850,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/lego-marvel-superheroes-2-switch
nshop,SW048 - Street Fighter 30th Anniversary Collection,"850,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/street-fighter-30th-anniversary-collection-switch
nshop,SW049 - Mario Tennis Aces,"1,180,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/mario-tennis-aces-switch
nshop,SW051 - Minecraft cho Nintendo Switch,"850,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/minecraft-nintendo-switch
nshop,SW054 - Octopath Traveler,"1,280,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/octopath-traveler-switch
nshop,SW053 - Crash Bandicoot n Sane Trilogy cho máy Nintendo Switch,"990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/crash-bandicoor-n-sane-trilogy-for-nintendo-switch
nshop,SW055 - Captain Toad: Treasure Tracker for Nintendo Switch,"990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/captain-toad-treasure-tracker-nintendo-switch
nshop,SW056 - Mega Man X Legacy Collection 1 + 2 cho Nintendo Switch,"850,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/mega-man-x-legacy-collection-1-2-nintendo-switch
nshop,SW058 - Taiko no Tatsujin: Nintendo Switch Version!,"1,150,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/taiko-no-tatsujin-nintendo-switch
nshop,SW069 - Mega Man 11 cho Nintendo Switch,"800,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/mega-man-11-cho-nintendo-switch
nshop,SW068 - Dragon Ball FighterZ cho Nintendo Switch,"990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/dragon-ball-fighterz-cho-nintendo-switch
nshop,SW070 - Super Mario Party cho Nintendo Switch,"1,350,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/super-mario-party-nintendo-switch
nshop,SW106 - CTR Crash Team Racing Nitro - Fueled cho Nintendo Switch (Đua xe cáo),"990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/dua-xe-cao-ctr-nintendo-switch
nshop,SW073 - Dark Souls Remastered cho Nintendo Switch,"1,080,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/dark-souls-remastered-nintendo-switch
nshop,SW107 - Super Mario Maker 2 cho Nintendo Switch,"1,280,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/super-mario-maker-2-nintendo-switch
nshop,SW112 - Dragon Quest Builders 2 cho Nintendo Switch,-9%,Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/dragon-quest-builders-2-nintendo-switch
nshop,SW113 - God Eater 3 cho Nintendo Switch,"990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/god-eater-3-nintendo-switch
nshop,SW114 - Marvel Ultimate Alliance 3: The Black Order cho Nintendo Switch,"1,300,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/marvel-ultimate-alliance-3-black-order-nintendo-switch
nshop,SW117 - Hollow Knight cho Nintendo Switch,"990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/hollow-knight-cho-nintendo-switch
nshop,SW119 - Fire Emblem: Three Houses cho Nintendo Switch,"1,350,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/fire-emblem-three-houses-nintendo-switch
nshop,SW118 - Team Sonic Racing cho Nintendo Switch,"880,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/team-sonic-racing-nintendo-switch
nshop,SW120 - Astral Chain cho Nintendo Switch,"1,280,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/astral-chain-cho-nintendo-switch
nshop,SW122 - Yu-Gi-Oh! Legacy of the Duelist: Link Evolution cho Nintendo Switch,"950,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/yugioh-legacy-of-the-duelist-link-evolution-cho-nintendo-switch
nshop,SW124 - Sword Art Online Fatal Bullet Complete Edition cho Nintendo Switch,"900,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/sword-art-online-fatal-bullet-nintendo-switch
nshop,SW127A - The Legend of Zelda: Link's Awakening cho Nintendo Switch,-8%,Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/zelda-links-awakening-nintendo-switch
nshop,SW126 - Daemon X Machina cho Nintendo Switch,"1,280,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/daemon-x-machina-nintendo-switch
nshop,SW127D - Hộp thiếc game The Legend of Zelda: Link's Awakening,"300,000 ₫",Phụ kiện Nintendo Switch,https://www.nshop.com.vn/products/hop-thiec-zelda-link-s-awakening
nshop,SW127B - The Legend of Zelda: Link's Awakening kèm Steel Book cho Nintendo Switch,-6%,Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/zelda-link-s-awakening-steelbook-nintendo-switch
nshop,SW128 - Ni no Kuni: Wrath of the White Witch cho Nintendo Switch,"1,080,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/ni-no-kuni-nintendo-switch
nshop,SW131 - Dragon Quest XI S: Echoes of an Elusive Age – Definitive Edition cho Nintendo Switch,"1,180,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/dragon-quest-xi-s-nintendo-switch
nshop,SW137 - The Witcher 3 Wild Hunt cho Nintendo Switch (Complete Edition),"1,250,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/the-witcher-3-nintendo-switch
nshop,SW134 - Super Robot Wars V cho Nintendo Switch,"1,380,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/super-robot-wars-v-nintendo-switch
nshop,SW139 - Trine: Ultimate Collection cho Nintendo Switch,"1,150,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/trine-ultimate-collection-nintendo-switch
nshop,SW138 - Ring Fit Adventure cho Nintendo Switch,"1,990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/ring-fit-adventure-nintendo-switch
nshop,SW179 - Naruto Shippuden: Ultimate Ninja Storm 4 Road to Boruto cho Nintendo Switch,"1,350,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/naruto-shippuden-ultimate-ninja-storm-4-road-to-boruto-nintendo-switch
nshop,SW181 - Mega Man Zero/ZX Legacy Collection cho Nintendo Switch,"890,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/mega-man-zero-zx-legacy-nintendo-switch
nshop,SW183A - Xenoblade Chronicles Definitive Edition cho Nintendo Switch,"1,300,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/xenoblade-nintendo-switch
nshop,SW186 - Clubhouse Games 51 Worldwide Classics cho Nintendo Switch,"990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/clubhouse-games-51-worldwide-classics-nintendo-switch
nshop,SW189 - Story of Seasons Friends of Mineral Town cho Nintendo Switch,"1,180,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/story-of-seasons-friends-of-mineral-town-nintendo-switch
nshop,SW187 - The Legend of Heroes Trails of Cold Steel III Extracurricular Edition cho Nintendo Switch,"1,080,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/legend-of-heroes-trails-of-cold-steel-iii-nintendo-switch
nshop,SW195 - Resident Evil Origins Collection cho Nintendo Switch,"950,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/resident-evil-origins-nintendo-switch
nshop,SW191 - Paper Mario The Origami King cho Nintendo Switch,"1,350,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/paper-mario-origami-king-nintendo-switch
nshop,SW194 - Brigandine The Legend of Runersia cho Nintendo Switch,"1,480,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/brigandine-legend-of-runersia-nintendo-switch
nshop,SW196 - Shovel Knight Treasure Trove cho Nintendo Switch,"850,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/shovel-knight-treasure-trove-nintendo-switch
nshop,SW198 - XCOM 2 Collection cho Nintendo Switch,"1,080,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/xcom-2-collection-nintendo-switch
nshop,SW200 - Jump Force Deluxe Edition cho Nintendo Switch,"1,250,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/jump-force-deluxe-nintendo-switch
nshop,SW203 - Minecraft Dungeons Ultimate Edition cho Nintendo Switch,"990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/minecraft-dungeons-nintendo-switch
nshop,SW202 - Super Mario 3D All Stars cho Nintendo Switch,"1,300,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/super-mario-3d-all-stars-nintendo-switch
nshop,SW205 - Burnout Paradise Remastered cho Nintendo Switch,"990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/burnout-paradise-nintendo-switch
nshop,SW208 - Stardew Valley cho Nintendo Switch,"990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/stardew-valley-nintendo-switch
nshop,SW209 - Pikmin 3 Deluxe cho Nintendo Switch,"1,280,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/pikmin-3-deluxe-nintendo-switch
nshop,SW212 - Hyrule Warriors Age of Calamity cho Nintendo Switch,"1,250,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/hyrule-warriors-age-calamity-switch
nshop,SW210A - Sakuna Of Rice and Ruin cho Nintendo Switch,"880,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/sakuna-of-rice-and-ruin-nintendo-switch
nshop,SW213 - Need for Speed Hot Pursuit Remastered cho Nintendo Switch,"990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/need-for-speed-hot-pursuit-nintendo-switch
nshop,SW218 - Immortals Fenyx Rising cho Nintendo Switch,"880,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/immortals-fenyx-rising-nintendo-switch
nshop,SW236 - New Pokemon Snap cho Nintendo Switch,"1,350,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/new-pokemon-snap-nintendo-switch
nshop,SW237 - Miitopia cho Nintendo Switch,"1,200,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/miitopia-nintendo-switch
nshop,SW238 - Ninja Gaiden Master Collection cho Nintendo Switch,"1,200,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/ninja-gaiden-master-collection-nintendo-switch
nshop,SW239 - Disgaea 6 Defiance of Destiny cho Nintendo Switch,"1,350,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/disgaea-6-nintendo-switch
nshop,SW241 - Mario Golf Super Rush cho Nintendo Switch,"1,250,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/mario-golf-super-rush-nintendo-switch
nshop,SW242 - Monster Hunter Stories 2 Wings of Ruin cho Nintendo Switch,"1,380,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/monster-hunter-stories-2-nintendo-switch
nshop,SW243 - The Legend of Zelda Skyward Sword HD cho Nintendo Switch,"1,280,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/zelda-skyward-sword-hd-nintendo-switch
nshop,SW245 - Dragon Ball Z Kakarot + A New Power Awakens Set cho Nintendo Switch,"1,080,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/dragon-ball-z-kakarot-nintendo-switch
nshop,SW246 - Samurai Warriors 5 cho Nintendo Switch,"1,100,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/samurai-warriors-5-nintendo-switch
nshop,SW247A - Metroid Dread cho Nintendo Switch,"1,300,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/metroid-dread-nintendo-switch
nshop,SW248 - Ys IX Monstrum Nox - Pact Edition cho Nintendo Switch,"1,300,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/ys-ix-monstrum-nox-nintendo-switch
nshop,SW251 - WarioWare Get It Together cho Nintendo Switch,"1,150,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/warioware-get-it-together-cho-nintendo-switch
nshop,SW249 - Darksiders 3 cho Nintendo Switch,"1,000,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/darksiders-3-cho-nintendo-switch
nshop,SW253 - Mario Party Superstars cho Nintendo Switch,"1,300,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/mario-party-superstars-nintendo-switch
nshop,SW256 - Shin Megami Tensei V cho Nintendo Switch,"1,250,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/shin-megami-tensei-v-nintendo-switch
nshop,SW257 - Ni no Kuni 2: Revenant Kingdom PRINCE'S EDITION cho Nintendo Switch,"1,280,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/ni-no-kuni-2-revenant-kingdom-prince-s-edition
nshop,SW258 - No More Heroes 3 cho Nintendo Switch,"1,150,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/no-more-heroes-3-nintendo-switch
nshop,SW259 - Dying Light Platinum Edition cho Nintendo Switch,"1,150,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/dying-light-platinum-nintendo-switch
nshop,SW262 - Big Brain Academy: Brain vs. Brain cho Nintendo Switch,"850,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/big-brain-academy-brain-vs-brain-cho-nintendo-switch
nshop,SW260 - Shin Megami Tensei III Nocturne HD Remaster cho Nintendo Switch,"1,250,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/shin-megami-tensei-iii-nocturne-hd-nintendo-switch
nshop,SW261 - Family Trainer tặng kèm 1 Leg Band cho Nintendo Switch,"1,380,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/family-trainer-1-leg-band-nintendo-switch
nshop,SW263 - Pokemon Legends Arceus cho Nintendo Switch,"1,350,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/pokemon-legends-arceus-nintendo-switch
nshop,SW264 - Dynasty Warriors 9 Empires cho Nintendo Switch,"1,180,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/dynasty-warriors-9-empires-nintendo-switch
nshop,SW270 - Rune Factory 5 cho Nintendo Switch,"1,350,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/rune-factory-5-cho-nintendo-switch
nshop,SW272 - Nintendo Switch Sports cho Nintendo Switch,"1,200,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/nintendo-switch-sports
nshop,SW273 - Sniper Elite 4 cho Nintendo Switch,"990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/sniper-elite-4-nintendo-switch
nshop,SW276 - Demon Slayer Kimetsu no Yaiba The Hinokami Chronicles cho Nintendo Switch,"1,250,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/demon-slayer-kimetsu-no-yaiba-hinokami-chronicles-nintendo-switch
nshop,SW275 - Chrono Cross The Radical Dreamers Edition cho Nintendo Switch,"990,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/chrono-cross-the-radical-dreamers-nintendo-switch
nshop,SW274 - THE HOUSE OF THE DEAD Remake cho Nintendo Switch,"980,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/the-house-of-the-dead-remake
nshop,SW277 - Mario Strikers Battle League cho Nintendo Switch,"1,300,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/mario-strikers-battle-league-nintendo-switch
nshop,SW278 - Fire Emblem Warriors Three Hopes cho Nintendo Switch,"1,280,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/fire-emblem-warriors-three-hopes-nintendo-switch
nshop,SW279 - Monster Hunter Rise Sunbreak cho Nintendo Switch,"1,580,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/monster-hunter-rise-sunbreak-nintendo-switch
nshop,SW281 - Klonoa Phantasy Reverie Series cho Nintendo Switch,"1,080,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/klonoa-phantasy-reverie-series-nintendo-switch
nshop,SW282 - Live A Live cho Nintendo Switch,"1,050,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/live-a-live-cho-nintendo-switch
nshop,SW283 - Life Is Strange True Colors cho Nintendo Switch,"1,150,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/life-is-strange-true-colors-cho-nintendo-switch
nshop,SW288 - Crysis Remastered cho Nintendo Switch,"950,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/crysis-remastered-nintendo-switch
nshop,SW286 - Xenoblade Chronicles 3 cho Nintendo Switch,"1,280,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/xenoblade-chronicles-3-nintendo-switch
nshop,SW284 - Ori The Collection cho Nintendo Switch,"1,150,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/ori-the-collection-cho-nintendo-switch
nshop,SW290 - Cities Skylines Nintendo Switch Edition cho Nintendo Switch,"950,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/cities-skylines-nintendo-switch-edition
nshop,SW287 - Digimon Survive cho Nintendo Switch,"1,280,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/digimon-survive-cho-nintendo-switch
nshop,SW291 - Two Point Campus Enrolment Edition cho Nintendo Switch,"1,050,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/two-point-campus-enrolment-edition-nintendo-switch
nshop,SW292 - Lego Brawls cho Nintendo Switch,"950,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/lego-brawls-nintendo-switch
nshop,SW294 - Splatoon 3 cho Nintendo Switch,"1,300,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/splatoon-3-nintendo-switch
nshop,SW295 - The DioField Chronicle cho Nintendo Switch,"1,100,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/the-diofield-chronicle-nintendo-switch
nshop,SW299 - Star Wars Jedi Knight Collection cho Nintendo Switch,"900,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/star-wars-jedi-knight-collection-nintendo-switch
nshop,SW293 - Little Nightmares I & II cho Nintendo Switch,"1,080,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/little-nightmares-i-ii-nintendo-switch
nshop,SW296 - Taiko no Tatsujin Rhythm Festival cho Nintendo Switch,"1,280,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/taiko-no-tatsujin-rhythm-festival-nintendo-switch
nshop,SW300 - Bayonetta cho Nintendo Switch,"880,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/bayonetta-nintendo-switch
nshop,SW300A - Pokemon Brilliant Diamond cho Nintendo Switch,"1,350,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/pokemon-brilliant-diamond-nintendo-switch
nshop,SW300B - Pokemon Shining Pearl cho Nintendo Switch,"1,350,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/pokemon-shining-pearl-nintendo-switch
nshop,SW300C - Pokemon Brilliant Diamond and Shining Pearl Double Pack,"2,690,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/pokemon-brilliant-diamond-shining-pearl-double-pack
nshop,SW302 - Sword Art Online Alicization Lycoris cho Nintendo Switch,"1,150,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/sword-art-online-alicization-lycoris-nintendo-switch
nshop,SW301 - NieR Automata The End of YoRHa Edition cho Nintendo Switch,"1,080,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/nier-automata-the-end-of-yorha-edition-nintendo-switch
nshop,SW304 - Mario + Rabbids Sparks of Hope cho Nintendo Switch,"1,200,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/mario-rabbids-sparks-of-hope-nintendo-switch
nshop,SW303 - Persona 5 Royal cho Nintendo Switch,"1,380,000 ₫",Game Cho Nintendo Switch & Switch Lite,https://www.nshop.com.vn/products/persona-5-royal-nintendo-switch
herogame,Game Luigi's Mansion 3 Steelbook Edition - Nintendo Switch,"1,500,000₫",Game Nintendo Switch,https://www.herogame.vn/game-luigis-mansion-3-steelbook-edition-nintendo-switch
herogame,Game Aladdin and the Lion King - Nintendo Switch,"800,000₫",Game Nintendo Switch,https://www.herogame.vn/game-aladdin-and-the-lion-king-nintendo-switch
herogame,Game Just Dance 2020 - Nintendo Switch,"850,000₫",Game Nintendo Switch,https://www.herogame.vn/game-just-dance-2020-nintendo-switch
herogame,Game Sniper Elite III Ultimate Edition - Nintendo Switch,"850,000₫",Game Nintendo Switch,https://www.herogame.vn/game-sniper-elite-iii-ultimate-edition-nintendo-switch
herogame,Game River City Melee Mach !!! - Nintendo Switch,"700,000₫",Game Nintendo Switch,https://www.herogame.vn/game-river-city-melee-mach-nintendo-switch
herogame,Game Daemon X Machina Orbital Limited Edition - Nintendo Switch,"3,200,000₫",Game Nintendo Switch,https://www.herogame.vn/game-daemon-x-machina-orbital-limited-edition-nintendo-switch
herogame,Game Atelier Ryza Ever Darkness And The Secret Hideout - Nintendo Switch,"1,300,000₫",Game Nintendo Switch,https://www.herogame.vn/game-atelier-ryza-ever-darkness-and-the-secret-hideout-nintendo-switch
herogame,Game Lost Sphear - Nintendo Switch,"700,000₫",Game Nintendo Switch,https://www.herogame.vn/game-lost-sphear-nintendo-switch
herogame,Game NBA 2K20 - Nintendo Switch,"950,000₫",Game Nintendo Switch,https://www.herogame.vn/game-nba-2k20-nintendo-switch
herogame,Game Trine 4 - Nintendo Switch,"900,000₫",Game Nintendo Switch,https://www.herogame.vn/game-trine-4-nintendo-switch
herogame,Game Overwatch - Nintendo Switch,"850,000₫",Game Nintendo Switch,https://www.herogame.vn/game-overwatch-nintendo-switch
herogame,Game Darksiders II [DEATHINITIVE EDITION] - Nintendo Switch,"880,000₫",Game Nintendo Switch,https://www.herogame.vn/game-darksiders-ii-deathinitive-edition-nintendo-switch
